#0	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E1.srt
#1	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E2.srt
#2	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E3.srt
#3	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E4.srt
#4	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E5.srt
#5	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E6.srt
word           total	0	1	2	3	4	5	example
mister         2	2	0	0	0	0	0	Hey, mister! What's that bandage for?
misunderstood  1	0	0	0	0	1	0	you misunderstood.
mix            2	0	1	0	0	1	0	It's just that your kind and my kind ain't meant to mix.
mom            18	2	2	4	4	1	5	Mom?
moment         8	2	1	0	2	0	3	Take a moment, eh? Look how sharp it is.
momentarily    1	0	0	0	1	0	0	Bunch of old farts who are gonna die off momentarily anyhow?
mommy          1	0	0	1	0	0	0	- Mama! Mommy! - Rick!
monster        1	0	0	0	0	1	0	Jim's not a monster, Dale, or some rabid dog.
month          3	1	0	0	0	1	1	Gas and light have been down for maybe a month.
months         1	0	0	1	0	0	0	16 months in the stockade--
morales        5	0	4	0	1	0	0	Morales, let's go!
more           38	6	5	7	10	5	5	There's more of them out there than usual.
morgan         3	0	0	0	0	3	0	Morgan
morning        12	3	0	5	0	1	3	Last thing she said this morning?
most           7	1	0	1	2	1	2	You think I was the most closed mouth
mostly         1	0	0	0	1	0	0	Did dad teach you mostly dry lures?
mother         3	3	0	0	0	0	0	And he's with his mother?
motherfucker   1	0	1	0	0	0	0	- Motherfucker! - Hey, come on, Merle. That's enough.
motherless     1	0	0	1	0	0	0	motherless poxy bastard!
mountain       1	0	0	1	0	0	0	They never come this far up the mountain.
mourn          1	0	0	0	0	1	0	We need time to mourn and we need to bury our dead.
mouth          2	2	0	0	0	0	0	You think I was the most closed mouth
mouthed        1	0	0	1	0	0	0	to some uppity smart-mouthed bitch.
move           11	1	1	0	2	3	4	Plan to move on?
moved          3	0	0	0	0	3	0	- Let's go. Move. - The camera-- it moved.
moves          1	0	1	0	0	0	0	Nice moves there, Clint Eastwood.
moving         7	0	0	1	0	4	2	They're moving out of the cities.
much           13	4	3	1	4	0	1	maybe we wouldn't have so much global warming."
muncher        1	0	1	0	0	0	0	Rod Muncher. I figured as much.
muscle         1	0	0	0	1	0	0	It's a good thing too. We need the muscle.
mushroom       1	0	1	0	0	0	0	- Where you been? - Amy the mushroom queen--
must           6	1	1	0	1	1	2	But I guess if this is the first you're hearing, I know how it must sound...
mutual         1	0	1	0	0	0	0	parley, as long as there's some kind of mutual gain involved.
myself         6	0	1	0	4	0	1	Look, until now I always came here by myself--
nah            3	1	0	1	0	0	1	Nah, it's... It's a phase.
nail           3	0	0	0	2	0	1	Didn't dad teach you to tie nail knots?
nails          2	0	0	0	2	0	0	Feed him a hammer, he'd crap out nails.
naive          1	0	1	0	0	0	0	Call it foolish, naive hope
name           5	1	1	0	2	0	1	William. He said his name today...
named          1	0	0	0	1	0	0	Fella named Glenn.
narrow         1	0	0	1	0	0	0	Staircase is narrow.
naryking       5	1	1	1	1	1	0	翻譯 NaryKing
nastiest       1	0	0	0	1	0	0	They're the evilest, nastiest man-eating bitches you ever saw.
nasty          2	0	0	0	0	0	2	That tastes nasty.
nav            1	0	0	1	0	0	0	I miss my Benz, my sat nav.
nearly         1	0	0	0	1	0	0	- Not nearly half.　- For what?
necessary      1	0	0	1	0	0	0	Your husband did what was necessary.
neck           2	0	1	0	0	0	1	Back at the tank, why'd you stick your neck out for me?
necrotic       1	0	0	0	0	1	0	Those are necrotic,
need           49	5	5	12	7	17	3	What I think, Leon, is that you need to stay focused.
needed         5	0	0	1	2	1	1	No apology needed.
needing        1	0	0	0	1	0	0	Probably just came across some folks needing help, that's all.
needs          7	0	0	1	4	2	0	I don't think she needs to go anywhere with you, Ed.
neither        4	1	0	0	1	1	1	Neither do I.
neocortex      1	0	0	0	0	0	1	The frontal lobe, the neocortex,
net            2	0	0	2	0	0	0	Get 'em! Get that net in there and get 'em!
never          26	4	2	7	0	7	6	I never met a woman who knew how to turn off a light.
new            5	1	1	2	0	0	1	We'll get you a new vest.
news           2	0	2	0	0	0	0	You're surrounded by walkers. That's the bad news.
next           4	0	2	2	0	0	0	Next time though, take the safety off.
nice           3	0	1	0	1	1	0	Nice moves there, Clint Eastwood.
nigger         2	0	2	0	0	0	0	It's the day I take orders from a nigger.
niggers        1	0	1	0	0	0	0	There are no niggers anymore.
night          10	1	0	1	3	3	2	We didn't have a great night.
nobody         9	1	0	0	3	4	1	Nobody goes anywhere alone, you know that.
noise          2	1	1	0	0	0	0	That noise... Will it bring more of them?
noncom         1	0	0	1	0	0	0	You pussy-ass noncom bitch.
none           4	0	0	2	0	1	1	And I say it's none of your business. Come on now.
nonessential   1	0	0	0	0	0	1	The system is dropping all the nonessential uses of power.
northwest      1	0	0	0	0	1	0	We're camped a few miles northwest,
nose           1	0	1	0	0	0	0	Got some on your nose there.
not            148	19	23	34	28	24	20	This look and loathing you would not believe.
note           1	0	0	0	0	1	0	I'm leaving a note and map behind for you
nothing        24	5	2	3	6	2	6	It's nothing.
now            76	10	11	15	11	18	11	Alright, Reverend Shane's preaching to you now, boy.
nowhere        3	0	0	0	2	1	0	They came out of nowhere. There were dozens of'em.
nuclear        1	0	0	0	0	0	1	and duration than any other known explosive except nuclear.
number         1	0	0	1	0	0	0	let's just hope four is your lucky number, okay?
nurse          3	2	0	0	1	0	0	Nurse, help.
nuts           3	0	0	0	2	0	1	I'm gonna kick your nuts up in your throat!
occasion       1	0	1	0	0	0	0	You may have occasion to use it.
occur          1	0	0	0	0	0	1	facility-wide decontamination will occur.
odds           3	0	0	1	1	1	0	What are the odds, huh?
off            53	10	10	9	13	4	7	I never met a woman who knew how to turn off a light.
offense        1	0	1	0	0	0	0	No offense.
offer          1	0	0	1	0	0	0	It's a one-time offer, bud-- not to be repeated.
office         1	0	1	0	0	0	0	I worked in the city zoning office.
officer        8	4	2	1	1	0	0	One Lincoln county officer is wounded.
officers       1	1	0	0	0	0	0	Be advised, they have fired on police officers.
often          2	0	1	0	0	1	0	Big structures often had drainage tunnels
oiled          1	0	0	0	1	0	0	Hey, Dale. When's the last time you oiled those line reels?
okay           101	7	8	26	16	30	14	Okay. Shh, shh, stay with me, you hear me?
old            12	2	1	4	4	1	0	I'm old enough.
olympic        1	0	1	0	0	0	0	If bad ideas were an Olympic event,
once           4	1	0	1	0	0	2	Happened once before.
one            66	15	8	15	10	8	10	They're born thinking the switch only goes one way.
ones           4	0	0	0	2	0	2	These people, the old ones--
only           20	1	7	3	7	1	1	They're born thinking the switch only goes one way.
onto           3	0	1	0	1	1	0	Right. Listen to him. He's onto something.
open           10	0	1	0	0	2	7	- Let's go! - Open the door!
operational    1	0	0	0	0	1	0	Now listen to me. If that place is operational,
opposed        1	0	0	0	0	1	0	- Exposing them to all kinds of risks?　- As opposed to what?
opposite       1	0	0	0	0	1	0	- Fort Benning. - That's 100 miles in the opposite direction.
opted          1	0	0	0	0	0	1	They... opted out.
option         2	0	1	0	0	1	0	Forget the bag, okay? It's not an option.
options        1	0	0	0	1	0	0	I see two options.
orders         2	0	2	0	0	0	0	Now I'm gonna take orders from you?
organ          1	0	1	0	0	0	0	he was an organ donor.
organic        1	0	0	0	0	0	1	Somewhere in all that organic wiring,
organisms      1	0	0	0	0	0	1	H.I.T.s are deployed to prevent any organisms from getting out.
organs         1	0	0	0	0	0	1	then the major organs.
other          16	3	4	3	0	2	4	"maybe you, and every other pair of boobs on this planet
others         12	1	3	1	3	2	2	There are others.
otherwise      1	0	1	0	0	0	0	It won't shoot otherwise.
ought          4	1	2	1	0	0	0	we ought to put signs up on 85
our            41	2	3	7	5	15	9	She said that in front of our kid.
ourselves      2	0	2	0	0	0	0	We're gonna have ourselves a little powwow, huh?
out            140	15	28	17	31	13	36	just figured out that the light switch see, goes both ways,"
outrun         1	1	0	0	0	0	0	Steady. It's just a few. Nothing we can't outrun.
outside        6	2	3	0	1	0	0	We're just outside the city.
oven           1	0	1	0	0	0	0	They've got biscuits waiting at the oven for us.
over           23	3	6	6	4	3	1	The sound draws them,now they're all over the street.
overrun        4	0	1	1	0	1	1	Somebody did-- I guess when the city got overrun.
overstated     1	0	0	0	0	1	0	The tragedy of their loss cannot be overstated.
owe            2	0	0	1	1	0	0	I owe a debt to a man I met and his little boy.
own            7	1	1	1	0	4	0	Station got its own propane system.
oxygen         1	0	0	0	0	0	1	The vacuum-pressure effect ignites the oxygen
oye            1	0	0	0	1	0	0	Oye.
packed         1	1	0	0	0	0	0	They packed some clothes.Not a lot.
packing        2	1	0	0	0	0	1	Here I am, packing survival gear, she's grabbing photo albums....
padlock        2	0	0	2	0	0	0	not that chain, not that padlock.
pain           3	0	0	0	1	0	2	Where's the compensation for their pain and suffering?
pair           1	1	0	0	0	0	0	"maybe you, and every other pair of boobs on this planet
paltry         1	0	0	1	0	0	0	Paltry things.
panic          1	1	0	0	0	0	0	The panic...
paper          2	0	0	0	2	0	0	Wrapping paper, color tissue, anything?
papi           1	0	0	1	0	0	0	- Papi! - Daddy! - Hey.
paraphrasing   1	0	0	0	1	0	0	William Faulkner. Maybe my bad paraphrasing.
parasitic      1	0	0	0	0	0	1	It could be microbial, viral, parasitic, fungal.
parents        1	0	0	0	1	0	0	The vatos trickle in to check on their parents, their grandparents.
parley         1	0	1	0	0	0	0	parley, as long as there's some kind of mutual gain involved.
part           8	0	2	1	1	1	3	These streets ain't safe in this part of town from what I hear.
parties        1	0	0	0	0	1	0	Or too busy for kid's parties.
pass           4	0	1	0	3	0	0	We get them all the time. It'll pass real quick.
passed         1	0	0	0	0	1	0	Since she passed,
passing        1	0	0	0	1	0	0	Just wandering out in the streets, maybe passing out?
past           2	0	1	0	0	1	0	You'll never make it past the walkers.
patch          1	1	0	0	0	0	0	and we'll patch in Linclon County Sheriff radio.
path           1	0	0	0	0	0	1	You chose the hard path.
patient        2	0	0	0	0	0	2	In the case of this patient,
patients       1	0	0	1	0	0	0	they were gonna medevac you and the other patients to Atlanta,
pay            1	0	0	0	0	1	0	I came to pay my respects.
pee            1	0	0	0	1	0	0	- Where are you going? - I have to pee.
peletier       1	0	0	0	1	0	0	like Ed Peletier, aren't you?
people         39	5	2	3	12	12	5	- But you know about the dead people, right? - Yeah, I saw a lot of that.
perfect        1	0	0	1	0	0	0	And the hose on that van is just about a perfect match--
perimeter      1	0	0	0	1	0	0	We watch the perimeter night and day and we wait.
person         7	2	1	0	1	0	3	Hello, hello, is the person who calls still on the air?
personal       1	0	1	0	0	0	0	Come on now. It wasn't personal.
personnel      2	0	0	0	0	2	0	All personnel must clear the room.
phase          1	1	0	0	0	0	0	Nah, it's... It's a phase.
phone          1	0	0	0	0	1	0	But I never made it past that phone call.
photo          3	3	0	0	0	0	0	My photo albums, family pictures, all gone.
photos         2	1	0	1	0	0	0	You see the framed photos on the walls?
pick           2	0	0	2	0	0	0	- I dropped it.　- You couldn't pick it up?
pickaxe        1	0	0	0	0	1	0	I say we put a pickaxe in his head
picked         3	1	0	1	1	0	0	Linda and Diane from dispatch, they picked these out.
picture        2	0	2	0	0	0	0	Get the picture now?
pictures       1	1	0	0	0	0	0	My photo albums, family pictures, all gone.
piece          1	0	0	1	0	0	0	so I handcuffed him on a roof, hooked him to a piece of metal.
pig            2	0	2	0	0	0	0	Yeah, you hear me, you pig?!
piggy          1	0	0	1	0	0	0	I would rather eat miss piggy.
pillow         1	1	0	0	0	0	0	Cry into the pillow.
pinpoint       1	0	0	1	0	0	0	Hard to pinpoint the source.
pipe           1	0	1	0	0	0	0	There's no refugee center. That's a pipe dream.
piss           1	0	0	0	1	0	0	Wouldn't piss on them if their heads were on fire.
pissed         3	2	0	0	1	0	0	pissed at me all the time, and I don't know why.
pissing        1	1	0	0	0	0	0	Well pissing me all you want won't gonna change anything.
pitch          1	0	0	1	0	0	0	you are welcome to pitch in and do it yourself. Here.
pitched        1	1	0	0	0	0	0	Everybody pitched in on these. They uh...
pizzas         1	0	0	0	1	0	0	Delivered pizzas. Why?
place          16	6	3	0	1	3	3	This place... It's Fred and Cindy Drake's.
places         3	0	0	0	1	0	2	I got you in both places to cover me.
plan           5	1	0	2	0	2	0	Plan to move on?
planet         1	1	0	0	0	0	0	"maybe you, and every other pair of boobs on this planet
plans          1	0	0	0	0	1	0	that's god laughing while you make plans.
play           2	0	0	1	0	1	0	Your brother does not work and play well with others.
playback       3	0	0	0	0	0	3	Give me playback of TS-19.
please         32	6	2	7	4	7	6	Highway 18, 85 Interstate, please advise.
plenty         1	0	0	0	0	0	1	There were plenty left lying around. I familiarized myself.
plug           1	0	0	0	0	0	1	Just don't plug in the video games, okay?
plunderers     1	0	0	0	1	0	0	The worst kind-- plunderers,
plural         2	0	0	2	0	0	0	- I've caught a frog before. - I said frogs-- plural.
plus           2	1	1	0	0	0	0	Plus they got that disease place.
pocket         2	0	1	0	0	0	1	He had $28 in his pocket when he died...
point          8	0	1	2	2	0	3	I can see you make a habit of missing the point.
poison         1	0	1	0	0	0	0	How do we tell if they're poison?
poisonous      1	0	0	0	0	1	0	Corrosive element is deemed poisonous if inhaled.
police         4	3	0	0	1	0	0	Be advised, they have fired on police officers.
policeman      1	1	0	0	0	0	0	I'm a policeman.
polite         4	2	2	0	0	0	0	Anyway, uh... Polite version...
pond           1	0	0	1	0	0	0	You take this stupid hat and go back to "On Golden Pond"?
pop            4	0	0	3	0	0	1	Pop the hood, please. Pop the damn hood,
popping        1	0	1	0	0	0	0	Every geek for miles around heard you popping off rounds.
pops           1	1	0	0	0	0	0	And that's when the exorcist voice pops out.
por            1	0	0	0	1	0	0	Abuela, por favor. Take me to him.
positive       1	0	1	0	0	0	0	and I'll be all "Sammy sunshine" positive for you.
positivity     1	0	1	0	0	0	0	Try some positivity for a change. Damn.
possible       1	0	0	0	0	0	1	computers running to the last possible second.
pour           1	0	0	0	1	0	0	Pour some on my head?
pow            2	0	0	2	0	0	0	Pow! Pow! Just like that.
powdered       1	0	0	0	0	0	1	Eggs. Powdered, but-- but I do 'em good.
power          12	1	0	1	0	1	9	"Always,always yelling about the power bill,"
powered        2	0	0	1	0	0	1	two high-powered rifles, over a dozen handguns.
powering       1	0	0	0	0	0	1	Powering down main screen and workstations.
powwow         1	0	1	0	0	0	0	We're gonna have ourselves a little powwow, huh?
poxy           1	0	0	1	0	0	0	motherless poxy bastard!
practice       1	1	0	0	0	0	0	Goes faster than you think. Especially at target practice.
pray           1	0	1	0	0	0	0	If I get loose, you'd better pray--
prayers        1	0	0	0	0	0	1	Baby, go say your prayers. I'm gonna browse a bit.
preaching      1	1	0	0	0	0	0	Alright, Reverend Shane's preaching to you now, boy.
pressure       1	0	0	0	0	0	1	The vacuum-pressure effect ignites the oxygen
pretty         7	1	2	0	2	2	0	It was pretty rank.
prevent        1	0	0	0	0	0	1	H.I.T.s are deployed to prevent any organisms from getting out.
price          1	0	0	0	0	0	1	That's the price of admission.
prick          1	0	0	1	0	0	0	Just to see that prick
pricks         1	0	0	0	1	0	0	handcuffed and left to rot by you sorry pricks.
priest         1	0	0	0	1	0	0	like a village priest saying mass.
prioritized    1	0	0	0	0	0	1	Energy use is being prioritized.
priority       1	0	0	0	0	0	1	Air isn't a priority? And lights?
privilege      1	0	0	1	0	0	0	You lost that privilege.
probably       3	2	0	0	1	0	0	You probably could tell, hmm?
problem        10	0	1	5	1	3	0	In and out, grab a few things-- no problem.
proceed        1	1	0	0	0	0	0	Proceed with extreme caution.
process        2	0	0	1	0	0	1	Hold on. Let me process this.
prodding       1	0	0	1	0	0	0	You don't want to keep prodding the bull here, okay?
produces       1	0	0	0	0	0	1	that produces a blast wave of significantly greater power
progress       2	1	0	0	0	1	0	in progress Lincoln county units request local assistance.
promise        4	0	0	0	1	2	1	To you and your mom, I promise you that.
promised       1	0	0	0	0	1	0	It's not what they promised. The city is--
propane        1	1	0	0	0	0	0	Station got its own propane system.
properly       1	0	0	0	0	0	1	It seems to me we haven't thanked our host properly.
proposal       1	1	0	0	0	0	0	More like a proposal.
propose        1	1	0	0	0	0	0	And who the hell would you propose to send?
protect        4	0	0	1	2	1	0	We need 'em here. We need 'em to protect camp.
protected      1	0	0	0	0	0	1	We protected the public
protection     2	1	0	0	0	1	0	Military protection food, shelter... They told people to go there.
protein        1	0	0	0	0	0	1	Protein helps the hangover. -
proud          1	0	0	0	0	0	1	I hope you'd be proud of that.
provider       1	0	0	0	1	0	0	Felipe's a nurse-- a special care provider.
public         1	0	0	0	0	0	1	We protected the public
pull           7	1	3	1	1	0	1	You pull the trigger, you have to mean it.
pulling        2	0	1	0	0	0	1	We survive this by pulling together,
punched        1	0	0	1	0	0	0	When I punched out his front teeth.
punished       1	0	0	1	0	0	0	I know I'm being punished.
puppies        2	0	2	0	0	0	0	puppies and kittens.
purpose        2	0	2	0	0	0	0	Son of a bitch! You did that on purpose!
purse          1	0	0	1	0	0	0	You and that bag-- like the bottom of an old lady's purse.
pursuit        1	1	0	0	0	0	0	All available units, high speed pursuit
pussy          2	0	0	2	0	0	0	or take it up the chain if you're a pussy.
put            16	6	0	2	1	6	1	- Gun, gun, gun. - Put it down!
puto           2	0	0	0	2	0	0	You're the one who jumped me, puto,
putting        3	1	0	1	0	1	0	I'm not putting you in danger, okay?
python         1	0	0	1	0	0	0	Hey, Rick, got any rounds in the Python?
qualifiers     1	0	0	0	0	1	0	Air qualifiers indicate corrosive fumes.
quarry         3	0	0	1	0	2	0	- Have you seen Carl? - Shane took him down to the quarry.
queen          1	0	1	0	0	0	0	- Where you been? - Amy the mushroom queen--
question       4	0	0	1	2	0	1	I'm beginning to question the division of labor here.
questions      2	0	0	0	0	1	1	- Any questions? - We're, uh...
quick          2	0	2	0	0	0	0	If I run into something and have to get out quick,
quiet          4	2	1	0	0	1	0	But we'll be fine long as we stay quiet.
quieter        1	0	0	0	1	0	0	Your crossbow is quieter than his gun.
quote          1	1	0	0	0	0	0	quote from the Guy Gospel and say "Um, darling?"
rabid          1	0	0	0	0	1	0	Jim's not a monster, Dale, or some rabid dog.
race           1	0	0	1	0	0	0	I don't mean to bring race into this,
rachel         1	0	1	0	0	0	0	"With love, from Rachel."
radiator       1	0	0	1	0	0	0	The R.V.'s radiator hose is shot.
radio          1	1	0	0	0	0	0	and we'll patch in Linclon County Sheriff radio.
rag            1	0	0	0	1	0	0	You got a do-rag or something?
ragged         1	0	0	0	0	1	0	- Rick--　- We're at the ragged edge here.
raise          2	1	1	0	0	0	0	Try to raise him again.
ran            6	0	0	2	0	0	4	I was scared and I ran.
random         1	1	0	0	0	0	0	Some random thief took those too, you think?
rang           1	0	1	0	0	0	0	You just rang the dinner bell.
range          1	0	0	1	0	0	0	Last time we were on the gun range,
rank           1	1	0	0	0	0	0	It was pretty rank.
rash           1	0	0	0	0	0	1	There was a rash of suicides.
rather         3	0	1	1	0	0	1	- Gonna die anyway.　- I'd rather.
rational       1	0	0	1	0	0	0	I don't see a rational discussion to be had from that, do you?
read           2	1	1	0	0	0	0	Read your comic books a while.
reads          3	3	0	0	0	0	0	Anybody reads, please respond.
ready          8	0	4	2	1	1	0	Little red dot means it's ready to fire.
real           5	2	1	0	1	0	1	They hope you come back real soon.
really         12	1	2	3	0	2	4	Really good.
reap           1	0	0	0	0	1	0	You reap what you sow.
reason         3	0	0	1	2	0	0	She had every reason to believe that.
rec            1	0	0	0	0	0	1	There's a rec room down the hall that you kids might enjoy.
reckless       1	0	0	1	0	0	0	I think that it's foolish and reckless.
record         1	0	0	0	0	0	1	and volunteered to have us record the process.
recording      1	0	0	0	0	0	1	We've hit the 30-minute window. I am recording.
red            3	0	1	0	0	1	1	Little red dot means it's ready to fire.
redneck        1	0	0	0	1	0	0	Not him. This redneck puto here.
reels          1	0	0	0	1	0	0	Hey, Dale. When's the last time you oiled those line reels?
reflective     1	0	0	0	0	1	0	Gonna have to start wearing reflective vests out here.
refugee        4	1	3	0	0	0	0	- Why there? - Refugee settle.
regret         2	0	0	1	0	0	1	Now you come on now or you gonna regret it later.
regular        1	0	0	0	0	1	0	Can't seem to keep regular hours.
related        1	0	0	0	1	0	0	Who's that dude to you anyway? You don't look related.
relax          2	0	1	0	1	0	0	Now Merle, just relax, okay?
relief         1	0	0	0	0	1	0	We need relief and we got a sick man who needs help.
religion       1	0	0	0	1	0	0	But that'd be like changing his religion or something.
remember       9	2	0	1	6	0	0	Can you remember?
reminder       1	0	0	1	0	0	0	Just a reminder to boil before use.
rent           1	0	1	0	0	0	0	or the rent or the Super Bowl.
repay          1	0	0	0	0	1	0	You know I can never repay that debt, okay?
repeat         4	0	4	0	0	0	0	- Repeat. Repeat. - Shane, is that you?
repeated       1	0	0	1	0	0	0	It's a one-time offer, bud-- not to be repeated.
replacement    1	0	1	0	0	0	0	Where the hell are we gonna find a replacement?
report         1	0	0	0	0	1	0	There's no clinical progress to report.
reports        1	0	0	0	0	0	1	We had reports of it happening in as little as three minutes.
request        1	1	0	0	0	0	0	in progress Lincoln county units request local assistance.
respect        1	1	0	0	0	0	0	We gotta do it carefully, teach you to respect the weapon.
respects       1	0	0	0	0	1	0	I came to pay my respects.
respond        5	5	0	0	0	0	0	Anybody reads, please respond.
rest           10	0	3	1	4	0	2	- God. Give it a rest. - They're drawn by sound, right?
restarts       1	0	0	0	0	0	1	- It restarts the brain?　- No, just the brain stem.
resurrection   1	0	0	0	0	0	1	The resurrection times vary wildly.
rethink        1	0	0	1	0	0	0	Hey, Ed, you want to rethink that log?
return         1	0	0	1	0	0	0	- What do I get in return? - What do you want?
reverend       2	2	0	0	0	0	0	Alright, Reverend Shane's preaching to you now, boy.
rick           29	4	2	6	0	11	6	- Rick! - I'm alright!
ride           1	0	0	0	0	1	0	God, this ride is killing me.
riding         1	0	1	0	0	0	0	You the new sheriff come riding in to clean up the town?
rifle          1	0	1	0	0	0	0	I guess you want me to get that rifle over there too
rifles         1	0	0	1	0	0	0	two high-powered rifles, over a dozen handguns.
rig            1	0	0	0	0	1	0	Can you jury-rig it?
right          108	10	18	19	22	24	15	- Is that right? - Yeah, baby.
ripped         2	1	0	1	0	0	0	Cause he would have ripped into you.
ripples        1	0	0	0	0	0	1	All those ripples of light,
risk           6	0	1	4	0	1	0	We do not risk the rest of the group.
risks          2	0	1	0	0	1	0	I know, and she knew the risks, right?
road           6	2	2	0	0	2	0	Sounds like they're chasing those idiots up and down every back road we got.
robber         1	1	0	0	0	0	0	My boy say you're a... bank robber...
rock           1	0	0	0	0	1	0	Up by a big abandoned rock quarry.
rocket         1	0	0	0	0	0	1	Those doors are designed to withstand a rocket launcher.
rocks          1	0	0	0	1	0	0	I, uh, built up the rocks all around.
rod            1	0	1	0	0	0	0	Rod Muncher. I figured as much.
roger          1	1	0	0	0	0	0	Roger that. We're 5 minutes out on the route 18 intersection.
roll           2	0	2	0	0	0	0	Those roll-up doors at the front of the store--
roof           6	0	1	5	0	0	0	Got no signal. Maybe the roof.
room           7	3	0	0	0	1	3	They're struck blind the second they leave a room.
roots          1	0	0	0	0	1	0	Their roots will gouge the whole boat.
rot            4	0	3	0	1	0	0	You're gonna rot in hell!
round          3	2	0	1	0	0	0	Make sure you got a round in the chamber and your safety off.
rounds         6	0	2	4	0	0	0	- 15 rounds. - Make 'em count.
route          1	1	0	0	0	0	0	Roger that. We're 5 minutes out on the route 18 intersection.
row            2	0	0	0	0	2	0	Our people go in that row over there.
rule           4	0	1	0	2	0	1	But mermaids, they rule.
rules          4	0	1	1	0	2	0	I don't think those rules apply anymore. Do you?
rumor          1	0	0	1	0	0	0	Rumor is you have bolt cutters.
run            7	0	4	0	1	0	2	Yeah, I'd say make a run for it.
running        6	0	2	1	0	1	2	And if you see anything, holler. I'll come running.
runs           4	0	0	0	0	0	4	Vi, what happens when the power runs out?
rusty          1	1	0	0	0	0	0	By the end, Dwayne will know how to shoot and I won't be so rusty.
sad            1	0	0	1	0	0	0	Nobody's gonna be sad he didn't come back...
safe           9	1	2	0	0	4	2	It's safe there.
safer          1	1	0	0	0	0	0	Safer anyway. People...
safest         1	1	0	0	0	0	0	Said to be safest.
safety         3	1	1	0	0	1	0	Make sure you got a round in the chamber and your safety off.
said           31	7	2	7	5	5	5	Last thing she said this morning?
sake           2	2	0	0	0	0	0	Look, if you don't wanna do it for my sake or for your sake,
sakes          1	0	0	0	0	1	0	No. For god's sakes, let her be.
sale           1	0	0	0	1	0	0	I picked them up from Satan at a yard sale.
same           12	4	1	1	3	1	2	The same chick, mind ya.
sammy          1	0	1	0	0	0	0	and I'll be all "Sammy sunshine" positive for you.
samples        3	0	0	0	0	3	0	The TS19 samples are gone.
sane           1	0	0	0	0	0	1	- But that's insane! - no, it's completely sane.
sat            1	0	0	1	0	0	0	I miss my Benz, my sat nav.
satan          1	0	0	0	1	0	0	I picked them up from Satan at a yard sale.
save           3	0	0	1	0	2	0	to save your brother's cracker ass?
saved          2	0	0	0	0	1	1	Could have saved a lot of amps.
saves          1	0	0	0	0	1	0	Saves me the embarrassment.
saw            8	3	1	1	3	0	0	I saw you get tagged, man, it scared the hell out of me.
say            42	13	4	6	5	9	5	quote from the Guy Gospel and say "Um, darling?"
saying         7	1	0	3	1	0	2	And I've been saying for a week,
says           7	1	0	1	2	2	1	That's what she always says: "Speak".
scan           2	0	0	0	0	0	2	Vi, scan forward to the first event.
scanners       1	0	0	1	0	0	0	not even the scanners in our cars.
scanning       2	0	0	0	0	0	2	Scanning to first event.
scare          1	0	0	1	0	0	0	All right, scare the rest of them off.
scared         9	1	1	3	3	0	1	I saw you get tagged, man, it scared the hell out of me.
scares         1	0	0	0	1	0	0	It scares the fish.
scaring        2	0	0	0	2	0	0	You're scaring people.
scatter        1	0	0	1	0	0	0	They're all gonna scatter. I'm gonna drive 'em your way.
scavenge       2	0	1	0	1	0	0	Look, we came into the city to scavenge supplies.
scavenging     1	0	1	0	0	0	0	You know what the key to scavenging is? Surviving!
schedule       1	0	0	0	0	0	1	Right on schedule.
school         1	1	0	0	0	0	0	Imagine going to school with that in your head.
scoped         1	0	1	0	0	0	0	I really scoped this place out the other times I was here.
scratch        1	1	0	0	0	0	0	Chewed. Maybe scratch?
scratched      2	0	0	1	0	1	0	- Nothing bit you? Nothing scratched you? - No, I'm okay.
screaming      1	0	0	0	1	0	0	Screaming about trying
screen         2	0	0	0	0	0	2	Vi, power down the main screen and the workstations.
screw          3	0	2	0	1	0	0	- Not apart.　- Screw you, man.
scrubbers      1	0	0	0	0	1	0	Item-- I finally got the scrubbers
scrubbing      1	0	0	1	0	0	0	Scrubbing on a washboard
sea            1	0	0	0	0	1	0	Not further out to sea.
seal           1	0	0	0	0	0	1	Vi, seal the main entrance.
sealed         1	0	0	0	0	0	1	The emergency exits are sealed.
seated         1	0	0	0	1	0	0	But in my day it was all about getting the hook seated.
second         10	1	0	3	1	0	5	They're struck blind the second they leave a room.
seconds        1	0	0	0	0	0	1	Seven seconds.
secrets        1	0	0	1	0	0	0	I'm willing to share my secrets.
sector         1	0	0	0	0	1	0	in the east sector shut down to save power.
see            46	4	12	8	11	5	6	You see, this is -- this is when Reverend Shane wants to
seeing         1	1	0	0	0	0	0	Be seeing you, Dwayne.
seem           2	1	0	0	0	1	0	They may not seem like much one at a time...
seems          4	0	0	1	1	1	1	It seems to me what you really need most here
seen           11	1	1	4	2	1	2	Seen it happen...
selves         1	0	0	0	0	1	0	to hold onto anything of our old selves.
send           2	2	0	0	0	0	0	They wanted me to bring them down, they send their love and they just...
sense          4	0	2	0	0	1	1	Only common sense.
serious        3	1	0	1	0	1	0	- Is this a joke? - No, serious.
seriously      4	0	0	0	2	1	1	Seriously, how long you think they got?
sermon         1	1	0	0	0	0	0	Look, man, I may have a... fail to amuse with my sermon, but I did try.
